C,C_Test,Html,Html_test,Java,Java_test,PHP,PHP_test,InternetPenetration,InternetUsers,UploadSpeed,Download,FixedBroadbandSubscriptions,ChargesIntellProperty,GovernmentExpenditureOnEducation,GrossEnrolmentRatio,HighTechnologyExports,GINIindex,IncomeShareLow20,SurveyMeanIncome,Unemployment,UnemploymentTertiaryEducation,GDP_BM
0.09078660636536721,0.15739383170109605,0.16340849424572385,-0.0032787368332032724,0.18146731103310187,0.2468088864754969,0.22627810701922077,0.03709831609814978,0.25168794769509767,0.3120722626366004,1.0,0.8775321690677779,0.3654009998115575,0.16307141213043555,-0.02075769730771899,0.2950477835646218,0.28778251900354784,-0.2609726134026802,0.23060946512238661,0.16525849667129047,-0.1600402362717106,0.20657904329754379,0.25271275136457605
0.13996167248892077,0.16608289520048988,0.19574625357101635,0.020069155879350317,0.251449928271988,0.28436340625120465,0.2695136892955329,0.058462615117398684,0.47750992518269947,0.5052167641822143,0.877532169067778,1.0,0.5829921483082962,0.2553152670749122,0.02306535916127566,0.45253271311588356,0.32058962473646624,-0.37186963475843543,0.30245922965880256,0.40951357859838516,-0.12896725953867116,0.21943480460194517,0.4221567439164137
0.29442942331373684,0.22355193912320406,0.31065380892204736,0.16144473924914227,0.3789772202961827,0.36090492255915213,0.37063376636259965,0.17714635100753476,0.8207163697801338,0.829473799049476,0.3654009998115575,0.5829921483082963,1.0,0.210190293379956,0.041274970673119915,0.6469286097965267,0.2934807029977295,-0.4106473242955521,0.3081890471798293,0.5493257680663088,-0.007880022726501177,0.13822052095995313,0.6844339335562747
0.07542410880564282,0.04175419258733333,0.05774815864028213,0.002845735147500681,0.16199550234493867,0.13258088662738018,0.08887319869003474,0.013231342653164875,0.20645470179727712,0.1923945833120286,0.16307141213043555,0.2553152670749122,0.210190293379956,1.0,0.02437710894748219,0.1182839275522452,0.1796301941765491,-0.1179676868613813,0.09955686231346221,0.3429928117845992,-0.02160340059889331,0.14720157812760717,0.30168759615918417
0.01232124603191495,-0.018363721959908798,-0.01171471385484559,-0.006946291004298915,0.05581871113186706,0.06843350805451442,-0.007657226952497344,-0.017397332278485615,0.08012802287162238,0.07130491948135509,-0.020757697307718995,0.023065359161275657,0.04127497067311991,0.024377108947482188,0.9999999999999999,0.15025897357607387,0.10831854040027415,0.0334296783394498,-0.05153647801798864,0.2440537303748686,0.1802601523845675,-0.10460232490665558,-0.045930683241661836
0.15293348182195535,0.26884440650490277,0.295995962435155,0.04787780994015222,0.2672742081423074,0.3510895084224492,0.318989733328131,0.0813332293252682,0.63003675435406,0.650914106824994,0.29504778356462175,0.4525327131158835,0.6469286097965267,0.1182839275522452,0.15025897357607387,1.0,0.2146788849451353,-0.3708534145446098,0.25303422751674415,0.3740052033572768,0.06620488092311301,0.21823076829367383,0.3465051679664761
-0.010831650532477309,0.008652566050349335,0.0037460099469540887,-0.06408120006645562,0.024856382174192986,0.07905448127390893,0.032500052876858906,-0.05235386429773994,0.22863466713349725,0.23126026239596637,0.28778251900354784,0.3205896247364662,0.2934807029977295,0.1796301941765491,0.10831854040027417,0.2146788849451353,1.0,-0.18886506089500388,0.17675672006975873,0.1968630121127338,-0.15077188620812484,0.14001770236654945,0.17875967450567934
-0.1491508398131338,-0.2784257167554972,-0.330518990392313,-0.06797980533741409,-0.2716848984427722,-0.3497297051335458,-0.3714479341000596,-0.10117948891473716,-0.3494433142751227,-0.3412610234197233,-0.2609726134026802,-0.3718696347584354,-0.4106473242955521,-0.1179676868613813,0.0334296783394498,-0.3708534145446098,-0.18886506089500388,0.9999999999999999,-0.9364616693624823,-0.282653104702969,0.09311731866669035,-0.21895210586092967,-0.22124146904763112
0.13117705452922584,0.2599039041328483,0.3092494193057993,0.07005981030950215,0.24086357642730327,0.3211277954265702,0.3420543692035158,0.09660685526758933,0.23715853293619954,0.23345832024521201,0.2306094651223866,0.30245922965880256,0.3081890471798293,0.0995568623134622,-0.05153647801798864,0.2530342275167441,0.17675672006975873,-0.9364616693624823,1.0,0.2239057620284568,-0.13796029738927143,0.16784409185521224,0.16347122440890696
0.08395393567674941,-0.06406191412594008,-0.05766283358644083,-0.018324903351857408,0.15096706143229596,0.09198670466439507,0.0327295144874111,-0.010537795545637614,0.5175624090859811,0.4867886532817492,0.16525849667129047,0.4095135785983851,0.5493257680663088,0.3429928117845992,0.24405373037486858,0.3740052033572769,0.1968630121127338,-0.28265310470296906,0.2239057620284568,1.0,0.03672449591972786,0.07016066502938158,0.5011570461334992
0.06892497882230893,0.22436380053899058,0.27596835335131653,0.05504618149665104,0.12744482447648026,0.13960022197315416,0.23442539914109145,0.05262869942040516,0.03748896123864423,0.027902786543923974,-0.1600402362717106,-0.1289672595386712,-0.007880022726501177,-0.02160340059889331,0.18026015238456747,0.06620488092311301,-0.15077188620812484,0.09311731866669035,-0.13796029738927143,0.03672449591972786,0.9999999999999999,-0.15464912702930145,-0.1101075788716271
0.1281390852479145,0.28847128062019506,0.26501696223193005,0.06686954416263598,0.21139666789649375,0.24778846184798628,0.3000902791374782,0.1034070470266491,0.19602885060919706,0.19951629082833958,0.20657904329754379,0.21943480460194514,0.13822052095995313,0.14720157812760717,-0.10460232490665558,0.21823076829367383,0.14001770236654945,-0.2189521058609297,0.16784409185521224,0.07016066502938158,-0.15464912702930145,0.9999999999999998,0.17629868185074454
0.1413423666032599,-0.012394521467033737,0.11854047895698284,-0.005840436334620893,0.1725209967531563,0.0633219722810321,0.2186599360073433,0.039016321327362394,0.64046308893443,0.6234571034009512,0.25271275136457605,0.4221567439164138,0.6844339335562747,0.30168759615918417,-0.045930683241661836,0.34650516796647607,0.17875967450567934,-0.22124146904763112,0.16347122440890696,0.5011570461334992,-0.1101075788716271,0.17629868185074454,0.9999999999999999
